sample_id,domain,experience_level,resume_text,matched_skills,missing_skills,n_matched,n_total_skills,match_ratio,cosine_sim,skill_density,exp_bonus,keyword_overlap,seniority_signal,domain_term_freq,skill_depth,score
70,Web Development,Mid-Level,"Mid-level Web Development developer with 3+ years working on real-world projects. Skills: Express, HTML, Tailwind CSS, Git, Node.js, Next.js. Background includes 3+ years roles.",Express | HTML | Tailwind CSS | Git | Node.js | Next.js | JavaScript | GraphQL | React | MongoDB,CSS | TypeScript | REST API | Docker | Vue.js,10,15,0.6667,0.5995,1.0,0.6,0.5128,0.2706,0.4181,0.75,58
71,Web Development,Mid-Level,"Experienced Web Development specialist with 5 years of industry experience. Skills: React, Next.js, CSS, GraphQL, REST API. Background includes 5+ years roles.",React | Next.js | CSS | GraphQL | REST API,HTML | JavaScript | Node.js | Express | MongoDB | TypeScript | Git | Docker | Tailwind CSS | Vue.js,5,15,0.3333,0.2341,1.0,0.6,0.3092,0.4784,0.2013,0.25,40
72,Web Development,Mid-Level,"Web Development engineer with 4+ years of hands-on experience in building production systems. Skills: Git, Express, Docker, HTML, Tailwind CSS, MongoDB. Background includes specialist roles.",Git | Express | Docker | HTML | Tailwind CSS | MongoDB | JavaScript | TypeScript | Vue.js,CSS | React | Node.js | REST API | GraphQL | Next.js,9,15,0.6,0.562,1.0,0.6,0.4264,0.3316,0.5256,0.625,59
73,Web Development,Mid-Level,"Mid-level Web Development developer with 3+ years working on real-world projects. Skills: JavaScript, Next.js, HTML, React, REST API, MongoDB. Background includes developer roles.",JavaScript | Next.js | HTML | React | REST API | MongoDB | GraphQL,CSS | Node.js | Express | TypeScript | Git | Docker | Tailwind CSS | Vue.js,7,15,0.4667,0.314,1.0,0.6,0.3353,0.5532,0.341,0.5,46
74,Web Development,Mid-Level,"Experienced Web Development specialist with 5 years of industry experience. Skills: CSS, MongoDB, GraphQL, Node.js, REST API, Tailwind CSS. Background includes 5+ years roles.",CSS | MongoDB | GraphQL | Node.js | REST API | Tailwind CSS,HTML | JavaScript | React | Express | TypeScript | Git | Docker | Vue.js | Next.js,6,15,0.4,0.3604,1.0,0.6,0.3916,0.2423,0.3179,0.375,44
75,Web Development,Mid-Level,"Experienced Web Development specialist with 5 years of industry experience. Skills: React, HTML, Express, Vue.js, GraphQL, Tailwind CSS. Background includes engineer roles.",React | HTML | Express | Vue.js | GraphQL | Tailwind CSS | TypeScript | CSS,JavaScript | Node.js | MongoDB | REST API | Git | Docker | Next.js,8,15,0.5333,0.3468,1.0,0.6,0.5065,0.403,0.2945,0.625,53
76,Web Development,Mid-Level,"Mid-level Web Development developer with 3+ years working on real-world projects. Skills: Docker, Node.js, MongoDB, React, GraphQL. Background includes 4+ years roles.",Docker | Node.js | MongoDB | React | GraphQL,HTML | CSS | JavaScript | Express | TypeScript | REST API | Git | Tailwind CSS | Vue.js | Next.js,5,15,0.3333,0.2559,1.0,0.6,0.3265,0.241,0.2927,0.375,40
77,Web Development,Mid-Level,"Mid-level Web Development developer with 3+ years working on real-world projects. Skills: TypeScript, Node.js, GraphQL, MongoDB, JavaScript, Next.js. Background includes developer roles.",TypeScript | Node.js | GraphQL | MongoDB | JavaScript | Next.js | REST API | Git,HTML | CSS | React | Express | Docker | Tailwind CSS | Vue.js,8,15,0.5333,0.5024,1.0,0.6,0.4447,0.459,0.4043,0.5,51
78,Web Development,Mid-Level,"Web Development engineer with 4+ years of hands-on experience in building production systems. Skills: Vue.js, TypeScript, GraphQL, HTML, React. Background includes 4+ years roles.",Vue.js | TypeScript | GraphQL | HTML | React,CSS | JavaScript | Node.js | Express | MongoDB | REST API | Git | Docker | Tailwind CSS | Next.js,5,15,0.3333,0.3021,1.0,0.6,0.3128,0.4775,0.2091,0.375,40
79,Web Development,Mid-Level,"Mid-level Web Development developer with 3+ years working on real-world projects. Skills: TypeScript, CSS, Git, REST API, Node.js, MongoDB. Background includes 3+ years roles.",TypeScript | CSS | Git | REST API | Node.js | MongoDB,HTML | JavaScript | React | Express | Docker | Tailwind CSS | Vue.js | GraphQL | Next.js,6,15,0.4,0.3629,1.0,0.6,0.3277,0.3097,0.3578,0.5,45
80,Web Development,Mid-Level,"Mid-level Web Development developer with 3+ years working on real-world projects. Skills: GraphQL, Git, Tailwind CSS, Node.js, MongoDB, Next.js. Background includes 4+ years roles.",GraphQL | Git | Tailwind CSS | Node.js | MongoDB | Next.js,HTML | CSS | JavaScript | React | Express | TypeScript | REST API | Docker | Vue.js,6,15,0.4,0.3525,1.0,0.6,0.3436,0.2071,0.3316,0.25,40
81,Web Development,Mid-Level,"Web Development engineer with 4+ years of hands-on experience in building production systems. Skills: Docker, CSS, MongoDB, Next.js, Vue.js, HTML. Background includes 5+ years roles.",Docker | CSS | MongoDB | Next.js | Vue.js | HTML | GraphQL | Express,JavaScript | React | Node.js | TypeScript | REST API | Git | Tailwind CSS,8,15,0.5333,0.3828,1.0,0.6,0.3836,0.4328,0.3435,0.5,48
82,Web Development,Mid-Level,"Experienced Web Development specialist with 5 years of industry experience. Skills: Vue.js, Docker, JavaScript, MongoDB, GraphQL, Git. Background includes 3+ years roles.",Vue.js | Docker | JavaScript | MongoDB | GraphQL | Git | React | Next.js | REST API,HTML | CSS | Node.js | Express | TypeScript | Tailwind CSS,9,15,0.6,0.5248,1.0,0.6,0.4636,0.5947,0.3599,0.375,59
83,Web Development,Mid-Level,"Experienced Web Development specialist with 5 years of industry experience. Skills: Next.js, JavaScript, Docker, Node.js, MongoDB, REST API. Background includes developer roles.",Next.js | JavaScript | Docker | Node.js | MongoDB | REST API | GraphQL | Vue.js | CSS | TypeScript,HTML | React | Express | Git | Tailwind CSS,10,15,0.6667,0.4498,1.0,0.6,0.4824,0.3588,0.3976,0.625,64
84,Web Development,Mid-Level,"Web Development engineer with 4+ years of hands-on experience in building production systems. Skills: Node.js, GraphQL, React, Vue.js, Tailwind CSS, Docker. Background includes engineer roles.",Node.js | GraphQL | React | Vue.js | Tailwind CSS | Docker,HTML | CSS | JavaScript | Express | MongoDB | TypeScript | REST API | Git | Next.js,6,15,0.4,0.2959,1.0,0.6,0.3845,0.4856,0.3322,0.25,42
85,Web Development,Mid-Level,"Experienced Web Development specialist with 5 years of industry experience. Skills: Git, Vue.js, HTML, Node.js, JavaScript, TypeScript. Background includes 4+ years roles.",Git | Vue.js | HTML | Node.js | JavaScript | TypeScript | REST API | CSS | Express | Tailwind CSS,React | MongoDB | Docker | GraphQL | Next.js,10,15,0.6667,0.5797,1.0,0.6,0.6116,0.4373,0.5184,0.75,70
86,Web Development,Senior,"Senior Web Development professional with 8+ years of experience. Led multiple high-impact projects. Skills: REST API, HTML, Express, Git, CSS, Vue.js. Background includes architect roles.",REST API | HTML | Express | Git | CSS | Vue.js | JavaScript | Tailwind CSS | Docker | Node.js | Next.js,React | MongoDB | TypeScript | GraphQL,11,15,0.7333,0.5269,1.0,0.9,0.6327,0.7466,0.4243,0.625,69
87,Web Development,Senior,"Experienced Web Development architect with 10+ years delivering enterprise-scale solutions. Skills: Next.js, TypeScript, REST API, React, Git, CSS. Background includes senior roles.",Next.js | TypeScript | REST API | React | Git | CSS | Node.js | Tailwind CSS | Docker | MongoDB | HTML,JavaScript | Express | Vue.js | GraphQL,11,15,0.7333,0.6384,1.0,0.9,0.7306,0.5201,0.6259,0.75,68
88,Web Development,Senior,"Senior Web Development professional with 8+ years of experience. Led multiple high-impact projects. Skills: Git, Docker, HTML, Node.js, TypeScript, REST API. Background includes 10+ years roles.",Git | Docker | HTML | Node.js | TypeScript | REST API | JavaScript | Tailwind CSS | MongoDB | Express | GraphQL | Vue.js | Next.js,CSS | React,13,15,0.8667,0.6631,1.0,0.9,0.7709,0.8666,0.5166,0.75,87
89,Web Development,Senior,"Experienced Web Development architect with 10+ years delivering enterprise-scale solutions. Skills: Vue.js, JavaScript, React, Docker, HTML, TypeScript. Background includes architect roles.",Vue.js | JavaScript | React | Docker | HTML | TypeScript | Express | REST API | Node.js | Next.js | CSS | Tailwind CSS,MongoDB | Git | GraphQL,12,15,0.8,0.6172,1.0,0.9,0.6836,0.6796,0.606,0.875,76
90,Web Development,Senior,"Experienced Web Development architect with 10+ years delivering enterprise-scale solutions. Skills: Git, MongoDB, Express, GraphQL, Vue.js, Docker. Background includes principal roles.",Git | MongoDB | Express | GraphQL | Vue.js | Docker | REST API | React | TypeScript,HTML | CSS | JavaScript | Node.js | Tailwind CSS | Next.js,9,15,0.6,0.4206,1.0,0.9,0.5008,0.8347,0.3606,0.5,65
91,Web Development,Senior,"Principal Web Development engineer with deep expertise and strong leadership background. Skills: CSS, MongoDB, Node.js, Git, JavaScript, Vue.js. Background includes architect roles.",CSS | MongoDB | Node.js | Git | JavaScript | Vue.js | GraphQL | Next.js | Express | REST API | HTML | Tailwind CSS | Docker,React | TypeScript,13,15,0.8667,0.702,1.0,0.9,0.8262,0.9028,0.6542,0.75,82
92,Web Development,Senior,"Principal Web Development engineer with deep expertise and strong leadership background. Skills: Vue.js, Git, TypeScript, Tailwind CSS, Docker, Express. Background includes director roles.",Vue.js | Git | TypeScript | Tailwind CSS | Docker | Express | JavaScript | MongoDB | HTML | Next.js | Node.js | REST API | GraphQL,CSS | React,13,15,0.8667,0.5902,1.0,0.9,0.6175,0.5742,0.7759,0.75,79
93,Web Development,Senior,"Principal Web Development engineer with deep expertise and strong leadership background. Skills: HTML, React, Node.js, Express, Next.js, JavaScript. Background includes head of roles.",HTML | React | Node.js | Express | Next.js | JavaScript | TypeScript | Git | MongoDB | Tailwind CSS | Vue.js,CSS | REST API | Docker | GraphQL,11,15,0.7333,0.5043,1.0,0.9,0.5811,0.8523,0.4551,0.875,73
94,Web Development,Senior,"Principal Web Development engineer with deep expertise and strong leadership background. Skills: Next.js, GraphQL, JavaScript, React, Git, TypeScript. Background includes principal roles.",Next.js | GraphQL | JavaScript | React | Git | TypeScript | Tailwind CSS | REST API | Vue.js | Docker | MongoDB | HTML | CSS | Express,Node.js,14,15,0.9333,0.8294,1.0,0.9,0.8428,0.6078,0.7286,0.875,86
95,Web Development,Senior,"Principal Web Development engineer with deep expertise and strong leadership background. Skills: Vue.js, JavaScript, React, Next.js, GraphQL, TypeScript. Background includes director roles.",Vue.js | JavaScript | React | Next.js | GraphQL | TypeScript | HTML | MongoDB | Express | Docker | CSS | Tailwind CSS | Git,Node.js | REST API,13,15,0.8667,0.5869,1.0,0.9,0.7987,0.9393,0.5993,0.875,85
96,Web Development,Senior,"Principal Web Development engineer with deep expertise and strong leadership background. Skills: GraphQL, React, Git, Node.js, Tailwind CSS, Docker. Background includes architect roles.",GraphQL | React | Git | Node.js | Tailwind CSS | Docker | Express | TypeScript | HTML | JavaScript | MongoDB | REST API | Vue.js | Next.js,CSS,14,15,0.9333,0.7093,1.0,0.9,0.8111,0.6902,0.6925,0.875,82
97,Web Development,Senior,"Senior Web Development professional with 8+ years of experience. Led multiple high-impact projects. Skills: REST API, GraphQL, React, Node.js, CSS, MongoDB. Background includes senior roles.",REST API | GraphQL | React | Node.js | CSS | MongoDB | Docker | TypeScript | Vue.js,HTML | JavaScript | Express | Git | Tailwind CSS | Next.js,9,15,0.6,0.4584,1.0,0.9,0.5913,0.9236,0.522,0.625,65
98,Web Development,Senior,"Experienced Web Development architect with 10+ years delivering enterprise-scale solutions. Skills: Vue.js, Git, HTML, TypeScript, GraphQL, REST API. Background includes architect roles.",Vue.js | Git | HTML | TypeScript | GraphQL | REST API | JavaScript | Next.js | Node.js | CSS | Express | MongoDB | Docker | React | Tailwind CSS,,15,15,1.0,0.9281,1.0,0.9,0.7591,0.7396,0.6181,1.0,91
99,Web Development,Senior,"Senior Web Development professional with 8+ years of experience. Led multiple high-impact projects. Skills: Express, Git, HTML, Next.js, MongoDB, Tailwind CSS. Background includes principal roles.",Express | Git | HTML | Next.js | MongoDB | Tailwind CSS | CSS | REST API | TypeScript | JavaScript | Docker | GraphQL | Node.js | React,Vue.js,14,15,0.9333,0.7225,1.0,0.9,0.7996,0.5616,0.7941,1.0,85
100,Web Development,Senior,"Experienced Web Development architect with 10+ years delivering enterprise-scale solutions. Skills: JavaScript, CSS, Node.js, Docker, GraphQL, MongoDB. Background includes head of roles.",JavaScript | CSS | Node.js | Docker | GraphQL | MongoDB | Express | REST API | Tailwind CSS | React | Next.js | Vue.js | Git | HTML | TypeScript,,15,15,1.0,0.6837,1.0,0.9,0.8805,0.9096,0.8595,1.0,93
101,AI/ML,Entry-Level,Entry-level AI/ML intern with foundational knowledge and strong academic background. Skills: Scikit-learn. Background includes fresher roles.,Scikit-learn,Python | TensorFlow | PyTorch | NLP | Computer Vision | Deep Learning | Keras | OpenCV | Transformers | BERT | LangChain | MLflow | Hugging Face | CUDA,1,15,0.0667,0.0598,0.7194,0.3,0.0601,0.2429,0.0546,0.125,11
102,AI/ML,Entry-Level,"Junior AI/ML developer eager to learn and grow in a fast-paced environment. Skills: OpenCV, BERT, Scikit-learn, MLflow, Keras. Background includes junior roles.",OpenCV | BERT | Scikit-learn | MLflow | Keras,Python | TensorFlow | PyTorch | NLP | Computer Vision | Deep Learning | Transformers | LangChain | Hugging Face | CUDA,5,15,0.3333,0.2373,1.0,0.3,0.2565,0.1173,0.2527,0.25,25
103,AI/ML,Entry-Level,Entry-level AI/ML intern with foundational knowledge and strong academic background. Skills: Keras. Background includes fresher roles.,Keras,Python | TensorFlow | PyTorch | Scikit-learn | NLP | Computer Vision | Deep Learning | OpenCV | Transformers | BERT | LangChain | MLflow | Hugging Face | CUDA,1,15,0.0667,0.0459,1.0,0.3,0.0587,0.1012,0.0578,0.125,10
104,AI/ML,Entry-Level,"Recent graduate with a degree in Computer Science, passionate about AI/ML. Skills: LangChain, MLflow, TensorFlow, BERT, NLP. Background includes trainee roles.",LangChain | MLflow | TensorFlow | BERT | NLP,Python | PyTorch | Scikit-learn | Computer Vision | Deep Learning | Keras | OpenCV | Transformers | Hugging Face | CUDA,5,15,0.3333,0.2967,1.0,0.3,0.2974,0.0813,0.2525,0.25,32
105,AI/ML,Entry-Level,"Entry-level AI/ML intern with foundational knowledge and strong academic background. Skills: OpenCV, BERT, Python. Background includes trainee roles.",OpenCV | BERT | Python,TensorFlow | PyTorch | Scikit-learn | NLP | Computer Vision | Deep Learning | Keras | Transformers | LangChain | MLflow | Hugging Face | CUDA,3,15,0.2,0.1738,1.0,0.3,0.16,0.1741,0.1162,0.125,20
106,AI/ML,Entry-Level,Junior AI/ML developer eager to learn and grow in a fast-paced environment. Skills: LangChain. Background includes graduate roles.,LangChain,Python | TensorFlow | PyTorch | Scikit-learn | NLP | Computer Vision | Deep Learning | Keras | OpenCV | Transformers | BERT | MLflow | Hugging Face | CUDA,1,15,0.0667,0.0581,0.5348,0.3,0.0515,0.2015,0.0388,0.0,11
107,AI/ML,Entry-Level,"Recent graduate with a degree in Computer Science, passionate about AI/ML. Skills: Hugging Face, CUDA. Background includes fresher roles.",Hugging Face | CUDA,Python | TensorFlow | PyTorch | Scikit-learn | NLP | Computer Vision | Deep Learning | Keras | OpenCV | Transformers | BERT | LangChain | MLflow,2,15,0.1333,0.1011,1.0,0.3,0.1072,0.0717,0.0971,0.0,12
108,AI/ML,Entry-Level,"Recent graduate with a degree in Computer Science, passionate about AI/ML. Skills: MLflow, Python. Background includes entry level roles.",MLflow | Python,TensorFlow | PyTorch | Scikit-learn | NLP | Computer Vision | Deep Learning | Keras | OpenCV | Transformers | BERT | LangChain | Hugging Face | CUDA,2,15,0.1333,0.0913,1.0,0.3,0.1185,0.2023,0.0982,0.125,18
109,AI/ML,Entry-Level,"Recent graduate with a degree in Computer Science, passionate about AI/ML. Skills: Keras, Python, LangChain. Background includes 0-1 years roles.",Keras | Python | LangChain,TensorFlow | PyTorch | Scikit-learn | NLP | Computer Vision | Deep Learning | OpenCV | Transformers | BERT | MLflow | Hugging Face | CUDA,3,15,0.2,0.1645,1.0,0.3,0.1588,0.1819,0.1197,0.25,22
